country,province,year,population_total_thousand,population_rural_thousand,population_urban_thousand,rural_share,province_pop_share,farm_income_usd,ag_production_bln_uzs,ag_production_share,grain_production_kt,grain_yield_proxy,agri_employment_share,crop_water_intensity_m3_per_usd,province_irrigation_km3,sdg_642_water_stress_pct,water_use_efficiency_usd_m3,irrigation_withdrawal_km3,ag_water_pct_of_total,cultivated_irrigated_pct,governance_baseline,water_governance_index,water_tariff_index,wua_coverage,uz_env_code_2021,annual_mean_temp_c,annual_total_precip_mm,NDVI,NDSI,PET_mean,lc_forest_pct,lc_grassland_pct,lc_cropland_pct,lc_urban_pct,lc_barren_pct,lc_water_pct,soil_moisture_mean,WSI_demand,WSI_supply,WSI_governance,WSI,WSI_category,country_code,WSI_predicted
Uzbekistan,Andijan,2020,3127.7,1493.8,1633.9,0.4776,0.3228,6208.55,26096.1,0.3986,646.1,0.0248,0.2637,7.049,18.2971,143.3897,1.9618,45.9,92.0078,96.9763,0.31,0.31,0.25,0.65,0,14.72,135.9,0.2816,-0.3168,296.4659,0.0524,0.175,0.5714,0.1634,0.0278,0.01,0.2013,0.376801333193416,0.488374801484574,0.553532608695652,0.465613539385438,Moderate,2,0.4577289457150183
Uzbekistan,Andijan,2021,3188.1,1522.2,1665.9,0.4775,0.3228,7048.04,30413.0,0.3825,669.9,0.022,0.2626,5.137,14.7264,121.8813,2.4813,38.5,90.8467,97.0141,0.369,0.419,0.32,0.67,1,15.26,118.9,0.2752,-0.27,296.4659,0.0524,0.175,0.5714,0.1634,0.0278,0.01,0.2017,0.362630759423016,0.456438100082694,0.221634963768115,0.364904746773162,Moderate,2,0.35886850047201463
Uzbekistan,Andijan,2022,3253.5,1554.3,1699.2,0.4777,0.3227,8226.46,35587.4,0.3807,700.5,0.0197,0.2589,4.681,15.0752,123.0284,2.5826,39.6,92.1348,97.0366,0.375,0.425,0.35,0.69,1,15.63,226.0,0.2539,-0.2212,335.5167,0.0524,0.175,0.5714,0.1634,0.0278,0.01,0.2253,0.358236454458388,0.423797564713478,0.177966485507246,0.339393406322639,Moderate,2,0.3444081068817798
Uzbekistan,Andijan,2023,3322.7,1588.2,1734.5,0.478,0.3227,9244.92,41035.7,0.3752,710.7,0.0173,0.2549,4.249,14.857,123.0284,2.5826,39.6,92.1348,97.0366,0.375,0.425,0.4,0.71,1,15.97,126.0,0.2175,-0.2163,308.8325,0.0524,0.175,0.5714,0.1634,0.0278,0.01,0.2167,0.352220621145866,0.498207945979649,0.139923007246376,0.357541147604507,Moderate,2,0.3503563979680493
Uzbekistan,Andijan,2024,3394.4,1622.0,1772.4,0.4778,0.3226,10277.78,44074.7,0.3706,713.1,0.0162,0.2501,4.213,14.6768,123.0284,2.5826,39.6,92.1348,97.0366,0.375,0.425,0.5,0.73,1,15.4,183.0,0.2314,-0.2173,377.3341,0.0524,0.175,0.5714,0.1634,0.0278,0.01,0.2167,0.347565344733906,0.495695326167943,0.0768795289855072,0.339145883370421,Moderate,2,0.34149105165046634
Uzbekistan,Fergana,2016,3505.3,1510.9,1994.4,0.431,0.3886,9094.72,9824.6,0.3311,796.2,0.081,0.2395,4.94,16.3668,156.4468,1.5233,49.43,91.6606,94.9721,0.269,0.269,0.1,0.58,0,15.69,228.0,0.1269,-0.1897,239.0676,0.0725,0.1443,0.4764,0.1426,0.1485,0.0151,0.1706,0.292311796085005,0.613987534696004,0.780955615942029,0.543143046493661,High,2,0.5320777605330718
Uzbekistan,Fergana,2017,3564.8,1542.0,2022.8,0.4326,0.3883,6571.18,12388.0,0.3269,582.0,0.047,0.2381,7.247,17.5549,168.9246,1.4462,53.7,92.292,97.4876,0.288,0.288,0.1,0.6,0,14.95,211.0,0.217,-0.1839,239.0676,0.0725,0.1443,0.4764,0.1426,0.1485,0.0151,0.1864,0.29806589047454,0.550233986505904,0.718432971014492,0.504024899022073,High,2,0.4969501041741152
Uzbekistan,Fergana,2018,3620.2,1570.3,2049.9,0.4338,0.388,5150.19,17457.1,0.3512,609.0,0.0349,0.2339,8.302,17.9588,160.3843,1.5853,51.1315,92.2767,96.8923,0.303,0.303,0.18,0.62,0,14.85,188.4,0.2203,-0.2173,239.0676,0.0725,0.1443,0.4764,0.1426,0.1485,0.0151,0.2008,0.309711267279212,0.52458594450503,0.626326992753623,0.474815069538142,Moderate,2,0.4701656734635221
Uzbekistan,Fergana,2019,3683.3,1600.8,2082.5,0.4346,0.3876,5365.85,18532.2,0.321,674.9,0.0364,0.2303,7.434,15.59,151.844,1.8049,48.563,92.2614,96.9283,0.311,0.311,0.22,0.65,0,15.32,125.2,0.2802,-0.2778,239.0676,0.0725,0.1443,0.4764,0.1426,0.1485,0.0151,0.1898,0.292038388003328,0.49390052810426,0.565928442028985,0.441255757550115,Moderate,2,0.44126260344337426
Uzbekistan,Fergana,2020,3752.0,1634.3,2117.7,0.4356,0.3872,5121.65,21455.5,0.3277,752.8,0.0351,0.2405,7.049,15.0433,143.3897,1.9618,45.9,92.0078,96.9763,0.31,0.31,0.25,0.67,0,14.72,135.9,0.2858,-0.2832,239.0676,0.0725,0.1443,0.4764,0.1426,0.1485,0.0151,0.1953,0.298993236392187,0.460233939148067,0.540489130434782,0.423863491005188,Moderate,2,0.40831990101812315
Uzbekistan,Fergana,2021,3820.0,1667.9,2152.1,0.4366,0.3868,6163.59,27501.2,0.3459,769.8,0.028,0.2402,5.137,13.3165,121.8813,2.4813,38.5,90.8467,97.0141,0.369,0.419,0.32,0.69,1,15.26,118.9,0.2628,-0.2469,239.0676,0.0725,0.1443,0.4764,0.1426,0.1485,0.0151,0.1787,0.299576483312459,0.461298901830653,0.208591485507246,0.341519201268434,Moderate,2,0.3382968113031858
Uzbekistan,Fergana,2022,3896.4,1707.7,2188.7,0.4383,0.3865,7184.59,32737.0,0.3502,868.0,0.0265,0.2375,4.681,13.8677,123.0284,2.5826,39.6,92.1348,97.0366,0.375,0.425,0.35,0.71,1,15.63,226.0,0.219,-0.1956,291.2476,0.0725,0.1443,0.4764,0.1426,0.1485,0.0151,0.1949,0.298271684937585,0.463812597233054,0.164923007246376,0.33115088043297,Moderate,2,0.3378542372730088
Uzbekistan,Fergana,2023,3976.3,1712.2,2264.1,0.4306,0.3862,8178.21,38326.0,0.3504,943.9,0.0246,0.2296,4.249,13.8759,123.0284,2.5826,39.6,92.1348,97.0366,0.375,0.425,0.4,0.73,1,15.97,126.0,0.2085,-0.1912,271.2227,0.0725,0.1443,0.4764,0.1426,0.1485,0.0151,0.1803,0.292518214834016,0.524823933886793,0.126879528985507,0.344030830993,Moderate,2,0.33959335161131426
Uzbekistan,Fergana,2024,4061.5,1751.2,2310.3,0.4312,0.386,8360.55,42347.9,0.3561,1009.7,0.0238,0.2257,4.213,14.1017,123.0284,2.5826,39.6,92.1348,97.0366,0.375,0.425,0.5,0.75,1,15.4,183.0,0.201,-0.1859,346.687,0.0725,0.1443,0.4764,0.1426,0.1485,0.0151,0.1803,0.292651565602485,0.545317871661953,0.0638360507246377,0.336514209306811,Moderate,2,0.3376969193344019
Uzbekistan,Namangan,2016,2603.4,961.5,1641.9,0.3693,0.2887,8641.99,7973.7,0.2687,572.0,0.0717,0.2053,4.94,13.2834,156.4468,1.5233,49.43,91.6606,94.9721,0.269,0.269,0.1,0.55,0,15.69,228.0,0.1706,-0.2215,222.5545,0.0301,0.3735,0.3239,0.0897,0.1631,0.012,0.1777,0.190524732301943,0.558241204023463,0.800520833333333,0.490110346248398,Moderate,2,0.5110884554400772
Uzbekistan,Namangan,2017,2652.4,935.8,1716.6,0.3528,0.2889,6608.56,10215.7,0.2696,545.9,0.0534,0.1942,7.247,14.4766,168.9246,1.4462,53.7,92.292,97.4876,0.288,0.288,0.1,0.57,0,14.95,211.0,0.2041,-0.1979,222.5545,0.0301,0.3735,0.3239,0.0897,0.1631,0.012,0.1821,0.193141951485042,0.557580557652378,0.737998188405797,0.475131453182165,Moderate,2,0.4841989809466082
Uzbekistan,Namangan,2018,2699.6,955.9,1743.7,0.3541,0.2893,4928.69,12639.6,0.2543,483.4,0.0382,0.1909,8.302,13.0029,160.3843,1.5853,51.1315,92.2767,96.8923,0.303,0.303,0.18,0.59,0,14.85,188.4,0.1496,-0.142,222.5545,0.0301,0.3735,0.3239,0.0897,0.1631,0.012,0.1898,0.188743781799117,0.591117114262855,0.645892210144927,0.463980221871065,Moderate,2,0.47290842387016047
Uzbekistan,Namangan,2019,2752.9,975.3,1777.6,0.3543,0.2897,5460.32,15509.0,0.2687,496.4,0.032,0.1877,7.434,13.0468,151.844,1.8049,48.563,92.2614,96.9283,0.311,0.311,0.22,0.62,0,15.32,125.2,0.2123,-0.2855,222.5545,0.0301,0.3735,0.3239,0.0897,0.1631,0.012,0.1865,0.189907595779786,0.54973507767502,0.585493659420289,0.432735104448005,Moderate,2,0.4455946668673203
Uzbekistan,Namangan,2020,2810.8,995.7,1815.1,0.3542,0.2901,5398.73,17913.1,0.2736,530.8,0.0296,0.1956,7.049,12.5596,143.3897,1.9618,45.9,92.0078,96.9763,0.31,0.31,0.25,0.64,0,14.72,135.9,0.2222,-0.3086,222.5545,0.0301,0.3735,0.3239,0.0897,0.1631,0.012,0.1877,0.194862340214551,0.516759370683593,0.560054347826087,0.414919154305052,Moderate,2,0.42911365558096526
Uzbekistan,Namangan,2021,2867.5,1010.0,1857.5,0.3522,0.2904,6265.59,21596.1,0.2716,590.9,0.0274,0.1938,5.137,10.4571,121.8813,2.4813,38.5,90.8467,97.0141,0.369,0.419,0.32,0.66,1,15.26,118.9,0.1972,-0.2558,222.5545,0.0301,0.3735,0.3239,0.0897,0.1631,0.012,0.1606,0.186198190595588,0.530772631983268,0.22815670289855,0.334517595226401,Moderate,2,0.33608415491730165
Uzbekistan,Namangan,2022,2931.1,1031.6,1899.5,0.3519,0.2908,7240.11,25157.7,0.2691,643.1,0.0256,0.1907,4.681,10.6571,123.0284,2.5826,39.6,92.1348,97.0366,0.375,0.425,0.35,0.68,1,15.63,226.0,0.1809,-0.2186,267.3005,0.0301,0.3735,0.3239,0.0897,0.1631,0.012,0.1728,0.181837383628786,0.50877826209959,0.184488224637681,0.313276445269331,Moderate,2,0.3239140546970605
Uzbekistan,Namangan,2023,2997.5,1053.6,1943.9,0.3515,0.2911,7392.97,30015.6,0.2744,686.2,0.0229,0.1874,4.249,10.8671,123.0284,2.5826,39.6,92.1348,97.0366,0.375,0.425,0.4,0.7,1,15.97,126.0,0.1628,-0.2083,237.1328,0.0301,0.3735,0.3239,0.0897,0.1631,0.012,0.1632,0.180710339078827,0.565898937910972,0.146444746376811,0.326219380436181,Moderate,2,0.32555900557560735
Uzbekistan,Namangan,2024,3066.1,1076.7,1989.4,0.3512,0.2914,7920.65,32497.2,0.2733,732.9,0.0226,0.1838,4.213,10.8215,123.0284,2.5826,39.6,92.1348,97.0366,0.375,0.425,0.5,0.72,1,15.4,183.0,0.1449,-0.123,305.2495,0.0301,0.3735,0.3239,0.0897,0.1631,0.012,0.1632,0.178167702970896,0.591828921762408,0.0834012681159421,0.319940581773762,Moderate,2,0.32374216936694566
